CSAFP,CBSAFP,GEOID,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON
 ,31620,31620,"Magnolia, AR","Magnolia, AR Micro Area",M2,2,G3110,1984098878.000000000000000,1985830.000000000000000,+33.2230377,-093.2328433
 ,31660,31660,"Malone, NY","Malone, NY Micro Area",M2,2,G3110,4219857155.000000000000000,176622254.000000000000000,+44.5943758,-074.3106700
284,31680,31680,"Malvern, AR","Malvern, AR Micro Area",M2,2,G3110,1592697317.000000000000000,18725599.000000000000000,+34.3151767,-092.9441474
148,31700,31700,"Manchester-Nashua, NH","Manchester-Nashua, NH Metro Area",M1,1,G3110,2270191096.000000000000000,41320770.000000000000000,+42.9115317,-071.7230554
 ,31740,31740,"Manhattan, KS","Manhattan, KS Metro Area",M1,1,G3110,4752896547.000000000000000,137754617.000000000000000,+39.2684241,-096.5622422
 ,31820,31820,"Manitowoc, WI","Manitowoc, WI Micro Area",M2,2,G3110,1526295968.000000000000000,2343344181.000000000000000,+44.1561370,-087.5773525
359,31860,31860,"Mankato, MN","Mankato, MN Metro Area",M1,1,G3110,3098768414.000000000000000,93477749.000000000000000,+44.1548096,-094.1478013
360,31900,31900,"Mansfield, OH","Mansfield, OH Metro Area",M1,1,G3110,1282631596.000000000000000,12560134.000000000000000,+40.7741590,-082.5427812
425,31930,31930,"Marietta, OH","Marietta, OH Micro Area",M2,2,G3110,1636805226.000000000000000,20784952.000000000000000,+39.4506764,-081.4906359
361,31940,31940,"Marinette, WI-MI","Marinette, WI-MI Micro Area",M2,2,G3110,6328652698.000000000000000,1151675129.000000000000000,+45.4352790,-087.7692157
 ,31980,31980,"Marion, IN","Marion, IN Micro Area",M2,2,G3110,1072484471.000000000000000,2101804.000000000000000,+40.5157575,-085.6549455
120,32000,32000,"Marion, NC","Marion, NC Micro Area",M2,2,G3110,1139476689.000000000000000,13977729.000000000000000,+35.6822711,-082.0480438
198,32020,32020,"Marion, OH","Marion, OH Micro Area",M2,2,G3110,1045853061.000000000000000,908577.000000000000000,+40.5880337,-083.1688034
 ,32100,32100,"Marquette, MI","Marquette, MI Micro Area",M2,2,G3110,4685420988.000000000000000,4185337774.000000000000000,+46.6565964,-087.5840278
 ,32140,32140,"Marshall, MN","Marshall, MN Micro Area",M2,2,G3110,1850315110.000000000000000,18794794.000000000000000,+44.4091953,-095.8472678
 ,32180,32180,"Marshall, MO","Marshall, MO Micro Area",M2,2,G3110,1956761965.000000000000000,29542462.000000000000000,+39.1358403,-093.2041639
 ,32260,32260,"Marshalltown, IA","Marshalltown, IA Micro Area",M2,2,G3110,1482776070.000000000000000,1803080.000000000000000,+42.0416996,-092.9814034
362,32280,32280,"Martin, TN","Martin, TN Micro Area",M2,2,G3110,1503107797.000000000000000,3707114.000000000000000,+36.3035963,-088.7211938
 ,32300,32300,"Martinsville, VA","Martinsville, VA Micro Area",M2,2,G3110,1018659273.000000000000000,5405363.000000000000000,+36.6825035,-079.8725642
 ,32340,32340,"Maryville, MO","Maryville, MO Micro Area",M2,2,G3110,2271326613.000000000000000,2361588.000000000000000,+40.3611359,-094.8831457
 ,32380,32380,"Mason City, IA","Mason City, IA Micro Area",M2,2,G3110,2508204881.000000000000000,22368796.000000000000000,+43.2137325,-093.2743388
364,32420,32420,"Mayagüez, PR","Mayagüez, PR Metro Area",M1,1,G3110,350631151.000000000000000,509082470.000000000000000,+18.0838502,-067.8863370
424,32460,32460,"Mayfield, KY","Mayfield, KY Micro Area",M2,2,G3110,1429035010.000000000000000,13037984.000000000000000,+36.7233435,-088.6498974
178,32500,32500,"Maysville, KY","Maysville, KY Micro Area",M2,2,G3110,621924469.000000000000000,16276484.000000000000000,+38.5941366,-083.8281251
 ,32540,32540,"McAlester, OK","McAlester, OK Micro Area",M2,2,G3110,3381286065.000000000000000,187418802.000000000000000,+34.9255401,-095.7481302
365,32580,32580,"McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX Metro Area",M1,1,G3110,4068758841.000000000000000,30739605.000000000000000,+26.3963839,-098.1809900
 ,32620,32620,"McComb, MS","McComb, MS Micro Area",M2,2,G3110,1059783761.000000000000000,3907959.000000000000000,+31.1775159,-090.3977254
 ,32660,32660,"McMinnville, TN","McMinnville, TN Micro Area",M2,2,G3110,1120619165.000000000000000,3524883.000000000000000,+35.6782498,-085.7773428
 ,32700,32700,"McPherson, KS","McPherson, KS Micro Area",M2,2,G3110,2326547430.000000000000000,6003328.000000000000000,+38.3958120,-097.6474893
240,32740,32740,"Meadville, PA","Meadville, PA Micro Area",M2,2,G3110,2621988043.000000000000000,65389924.000000000000000,+41.6878760,-080.1077950
366,32780,32780,"Medford, OR","Medford, OR Metro Area",M1,1,G3110,7208590231.000000000000000,46774125.000000000000000,+42.4116214,-122.6756106
368,32820,32820,"Memphis, TN-MS-AR","Memphis, TN-MS-AR Metro Area",M1,1,G3110,11849791560.000000000000000,301987186.000000000000000,+35.0244194,-089.8719712
232,32860,32860,"Menomonie, WI","Menomonie, WI Micro Area",M2,2,G3110,2201902840.000000000000000,35572613.000000000000000,+44.9477513,-091.8976451
488,32900,32900,"Merced, CA","Merced, CA Metro Area",M1,1,G3110,5019407132.000000000000000,105277636.000000000000000,+37.1948063,-120.7228019
 ,32940,32940,"Meridian, MS","Meridian, MS Micro Area",M2,2,G3110,5598084432.000000000000000,36986802.000000000000000,+32.4106743,-088.6619259
190,33020,33020,"Mexico, MO","Mexico, MO Micro Area",M2,2,G3110,1792918159.000000000000000,11843439.000000000000000,+39.2144810,-091.8434182
309,33060,33060,"Miami, OK","Miami, OK Micro Area",M2,2,G3110,1219410534.000000000000000,35714103.000000000000000,+36.8357635,-094.8026814
370,33100,33100,"Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1,1,G3110,13123297168.000000000000000,2626026108.000000000000000,+26.1018281,-080.4787552
176,33140,33140,"Michigan City-La Porte, IN","Michigan City-La Porte, IN Metro Area",M1,1,G3110,1549555244.000000000000000,38779440.000000000000000,+41.5490129,-086.7447386
 ,33180,33180,"Middlesborough, KY","Middlesborough, KY Micro Area",M2,2,G3110,929965658.000000000000000,5321860.000000000000000,+36.7289281,-083.6807180
474,33220,33220,"Midland, MI","Midland, MI Metro Area",M1,1,G3110,1340188403.000000000000000,27503345.000000000000000,+43.6482031,-084.3794144
372,33260,33260,"Midland, TX","Midland, TX Metro Area",M1,1,G3110,4701639949.000000000000000,6184783.000000000000000,+32.0923594,-101.9945395
 ,33300,33300,"Milledgeville, GA","Milledgeville, GA Micro Area",M2,2,G3110,1890082630.000000000000000,42285655.000000000000000,+33.1985269,-083.0911491
376,33340,33340,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,1,G3110,3768081352.000000000000000,4835621532.000000000000000,+42.9126431,-087.8623115
508,33380,33380,"Minden, LA","Minden, LA Micro Area",M2,2,G3110,1536612362.000000000000000,56022945.000000000000000,+32.7321522,-093.3398245
206,33420,33420,"Mineral Wells, TX","Mineral Wells, TX Micro Area",M2,2,G3110,2467090694.000000000000000,85364147.000000000000000,+32.7522042,-098.3179673
378,33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,1,G3110,18253401720.000000000000000,1223338811.000000000000000,+45.0966640,-093.2753610
 ,33500,33500,"Minot, ND","Minot, ND Micro Area",M2,2,G3110,12339257385.000000000000000,249226410.000000000000000,+48.3202424,-101.1980099
 ,33540,33540,"Missoula, MT","Missoula, MT Metro Area",M1,1,G3110,6715861233.000000000000000,64586034.000000000000000,+47.0272632,-113.8926911
 ,33580,33580,"Mitchell, SD","Mitchell, SD Micro Area",M2,2,G3110,2253847848.000000000000000,5407722.000000000000000,+43.6750380,-097.9669366
190,33620,33620,"Moberly, MO","Moberly, MO Micro Area",M2,2,G3110,1250217879.000000000000000,13254192.000000000000000,+39.4392486,-092.4929595
380,33660,33660,"Mobile, AL","Mobile, AL Metro Area",M1,1,G3110,5981777088.000000000000000,1095671201.000000000000000,+30.9715095,-088.2078700
488,33700,33700,"Modesto, CA","Modesto, CA Metro Area",M1,1,G3110,3874667294.000000000000000,46351770.000000000000000,+37.5623162,-121.0028311
384,33740,33740,"Monroe, LA","Monroe, LA Metro Area",M1,1,G3110,5910866285.000000000000000,157867639.000000000000000,+32.7342550,-092.0995498
220,33780,33780,"Monroe, MI","Monroe, MI Metro Area",M1,1,G3110,1422818204.000000000000000,338203448.000000000000000,+41.9160970,-083.4871059
388,33860,33860,"Montgomery, AL","Montgomery, AL Metro Area",M1,1,G3110,7030277546.000000000000000,186443858.000000000000000,+32.3656313,-086.4045848
 ,33940,33940,"Montrose, CO","Montrose, CO Micro Area",M2,2,G3110,7204356177.000000000000000,8909552.000000000000000,+38.3425479,-108.1622366
404,33980,33980,"Morehead City, NC","Morehead City, NC Micro Area",M2,2,G3110,1314689449.000000000000000,2131061128.000000000000000,+34.8583428,-076.5358602
318,34020,34020,"Morgan City, LA","Morgan City, LA Micro Area",M2,2,G3110,1439626085.000000000000000,1460444966.000000000000000,+29.6293488,-091.4638037
390,34060,34060,"Morgantown, WV","Morgantown, WV Metro Area",M1,1,G3110,2613053223.000000000000000,21659664.000000000000000,+39.5251551,-079.8019121
315,34100,34100,"Morristown, TN","Morristown, TN Metro Area",M1,1,G3110,1856625928.000000000000000,196094103.000000000000000,+36.1688016,-083.4226135
446,34140,34140,"Moscow, ID","Moscow, ID Micro Area",M2,2,G3110,2786483032.000000000000000,2369979.000000000000000,+46.8189202,-116.7309737
393,34180,34180,"Moses Lake, WA","Moses Lake, WA Micro Area",M2,2,G3110,6940003417.000000000000000,289811930.000000000000000,+47.2136328,-119.4677880
 ,34220,34220,"Moultrie, GA","Moultrie, GA Micro Area",M2,2,G3110,1416818773.000000000000000,24869747.000000000000000,+31.1897075,-083.7697730
 ,34260,34260,"Mountain Home, AR","Mountain Home, AR Micro Area",M2,2,G3110,1434660641.000000000000000,84907080.000000000000000,+36.2802684,-092.3299488
147,34300,34300,"Mountain Home, ID","Mountain Home, ID Micro Area",M2,2,G3110,7964417374.000000000000000,68330393.000000000000000,+43.3946984,-115.4712050
268,34340,34340,"Mount Airy, NC","Mount Airy, NC Micro Area",M2,2,G3110,1379543658.000000000000000,10390865.000000000000000,+36.4154160,-080.6864631
170,34350,34350,"Mount Gay-Shamrock, WV","Mount Gay-Shamrock, WV Micro Area",M2,2,G3110,1175120719.000000000000000,4748336.000000000000000,+37.8305905,-081.9408530
394,34380,34380,"Mount Pleasant, MI","Mount Pleasant, MI Micro Area",M2,2,G3110,1483282659.000000000000000,12948097.000000000000000,+43.6452331,-084.8394245
 ,34420,34420,"Mount Pleasant, TX","Mount Pleasant, TX Micro Area",M2,2,G3110,1558942613.000000000000000,69840563.000000000000000,+33.1377994,-094.9710024
336,34460,34460,"Mount Sterling, KY","Mount Sterling, KY Micro Area",M2,2,G3110,1760500007.000000000000000,23424341.000000000000000,+38.0396165,-083.7477341
 ,34500,34500,"Mount Vernon, IL","Mount Vernon, IL Micro Area",M2,2,G3110,1479490494.000000000000000,32550293.000000000000000,+38.3007796,-088.9242100
198,34540,34540,"Mount Vernon, OH","Mount Vernon, OH Micro Area",M2,2,G3110,1361036418.000000000000000,10721050.000000000000000,+40.4036198,-082.4223929
500,34580,34580,"Mount Vernon-Anacortes, WA","Mount Vernon-Anacortes, WA Metro Area",M1,1,G3110,4481316828.000000000000000,483781973.000000000000000,+48.4932917,-121.8157703
294,34620,34620,"Muncie, IN","Muncie, IN Metro Area",M1,1,G3110,1015536280.000000000000000,9863733.000000000000000,+40.2275433,-085.3992617
 ,34660,34660,"Murray, KY","Murray, KY Micro Area",M2,2,G3110,997224714.000000000000000,66474183.000000000000000,+36.6209783,-088.2740857
209,34700,34700,"Muscatine, IA","Muscatine, IA Micro Area",M2,2,G3110,1132977286.000000000000000,30262321.000000000000000,+41.4837760,-091.1186992
266,34740,34740,"Muskegon, MI","Muskegon, MI Metro Area",M1,1,G3110,1305130154.000000000000000,2476314283.000000000000000,+43.4287388,-086.4209083
538,34780,34780,"Muskogee, OK","Muskogee, OK Micro Area",M2,2,G3110,2099505291.000000000000000,76120773.000000000000000,+35.6175506,-095.3839106
396,34820,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",M1,1,G3110,5136952008.000000000000000,831075921.000000000000000,+33.9690951,-078.6127235
 ,34860,34860,"Nacogdoches, TX","Nacogdoches, TX Micro Area",M2,2,G3110,2450966944.000000000000000,89731149.000000000000000,+31.6205598,-094.6202497
488,34900,34900,"Napa, CA","Napa, CA Metro Area",M1,1,G3110,1938032964.000000000000000,104262608.000000000000000,+38.5070999,-122.3259045
163,34940,34940,"Naples-Marco Island, FL","Naples-Marco Island, FL Metro Area",M1,1,G3110,5172076456.000000000000000,1575209325.000000000000000,+26.1187860,-081.4009553
400,34980,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",M1,1,G3110,14735597253.000000000000000,197083631.000000000000000,+36.1181822,-086.6441196
 ,35020,35020,"Natchez, MS-LA","Natchez, MS-LA Micro Area",M2,2,G3110,3002824614.000000000000000,195596517.000000000000000,+31.4818329,-091.5253306
 ,35060,35060,"Natchitoches, LA","Natchitoches, LA Micro Area",M2,2,G3110,3246092085.000000000000000,119733774.000000000000000,+31.7325086,-093.0825461
404,35100,35100,"New Bern, NC","New Bern, NC Metro Area",M1,1,G3110,3922422274.000000000000000,761846043.000000000000000,+35.1168292,-077.0813197
192,35140,35140,"Newberry, SC","Newberry, SC Micro Area",M2,2,G3110,1632452022.000000000000000,44011454.000000000000000,+34.2898805,-081.5996761
294,35220,35220,"New Castle, IN","New Castle, IN Micro Area",M2,2,G3110,1014957932.000000000000000,7652084.000000000000000,+39.9295911,-085.3973629
430,35260,35260,"New Castle, PA","New Castle, PA Micro Area",M2,2,G3110,925571230.000000000000000,11444141.000000000000000,+40.9927352,-080.3344455
408,35300,35300,"New Haven-Milford, CT","New Haven-Milford, CT Metro Area",M1,1,G3110,1565143226.000000000000000,667604268.000000000000000,+41.3497185,-072.9002033
406,35380,35380,"New Orleans-Metairie, LA","New Orleans-Metairie, LA Metro Area",M1,1,G3110,8296925572.000000000000000,12085496094.000000000000000,+30.0534195,-089.9345018
184,35420,35420,"New Philadelphia-Dover, OH","New Philadelphia-Dover, OH Micro Area",M2,2,G3110,1469530293.000000000000000,10408848.000000000000000,+40.4474903,-081.4711052
 ,35440,35440,"Newport, OR","Newport, OR Micro Area",M2,2,G3110,2540730649.000000000000000,553147948.000000000000000,+44.6410607,-123.9112121
315,35460,35460,"Newport, TN","Newport, TN Micro Area",M2,2,G3110,1129584563.000000000000000,17932684.000000000000000,+35.9161980,-083.1192242
359,35580,35580,"New Ulm, MN","New Ulm, MN Micro Area",M2,2,G3110,1582765944.000000000000000,18533953.000000000000000,+44.2465415,-094.7336472
408,35620,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,1,G3110,17312262984.000000000000000,6546379453.000000000000000,+40.7749300,-073.8737580
515,35660,35660,"Niles, MI","Niles, MI Metro Area",M1,1,G3110,1470545747.000000000000000,2625447844.000000000000000,+41.7913818,-086.7425435
536,35700,35700,"Nogales, AZ","Nogales, AZ Micro Area",M2,2,G3110,3201853240.000000000000000,3068237.000000000000000,+31.5257330,-110.8452278
 ,35740,35740,"Norfolk, NE","Norfolk, NE Micro Area",M2,2,G3110,4075292589.000000000000000,19597304.000000000000000,+42.0431301,-097.4879515
 ,35820,35820,"North Platte, NE","North Platte, NE Micro Area",M2,2,G3110,10344655414.000000000000000,32320949.000000000000000,+41.2307811,-100.7833385
412,35840,35840,"North Port-Sarasota-Bradenton, FL","North Port-Sarasota-Bradenton, FL Metro Area",M1,1,G3110,3363783147.000000000000000,1659713338.000000000000000,+27.3290555,-082.4145331
294,35860,35860,"North Vernon, IN","North Vernon, IN Micro Area",M2,2,G3110,975382324.000000000000000,4528274.000000000000000,+38.9962289,-085.6281030
 ,35900,35900,"North Wilkesboro, NC","North Wilkesboro, NC Micro Area",M2,2,G3110,1952020337.000000000000000,6854041.000000000000000,+36.2088833,-081.1660949
184,35940,35940,"Norwalk, OH","Norwalk, OH Micro Area",M2,2,G3110,1274903645.000000000000000,8628942.000000000000000,+41.1450798,-082.5946410
278,35980,35980,"Norwich-New London, CT","Norwich-New London, CT Metro Area",M1,1,G3110,1722511318.000000000000000,276863144.000000000000000,+41.4726517,-072.1086339
500,36020,36020,"Oak Harbor, WA","Oak Harbor, WA Micro Area",M2,2,G3110,539943913.000000000000000,799920796.000000000000000,+48.1585538,-122.6706492
 ,36100,36100,"Ocala, FL","Ocala, FL Metro Area",M1,1,G3110,4113993941.000000000000000,192281837.000000000000000,+29.2028047,-082.0431004
428,36140,36140,"Ocean City, NJ","Ocean City, NJ Metro Area",M1,1,G3110,651437935.000000000000000,955149083.000000000000000,+39.0858411,-074.8463541
372,36220,36220,"Odessa, TX","Odessa, TX Metro Area",M1,1,G3110,2325440847.000000000000000,10256582.000000000000000,+31.8653008,-102.5425068
482,36260,36260,"Ogden-Clearfield, UT","Ogden-Clearfield, UT Metro Area",M1,1,G3110,18725884064.000000000000000,3639147200.000000000000000,+41.6226233,-113.0602520
 ,36300,36300,"Ogdensburg-Massena, NY","Ogdensburg-Massena, NY Micro Area",M2,2,G3110,6939914687.000000000000000,367260873.000000000000000,+44.4881125,-075.0743110
 ,36340,36340,"Oil City, PA","Oil City, PA Micro Area",M2,2,G3110,1746337768.000000000000000,22149577.000000000000000,+41.4007143,-079.7658126
 ,36380,36380,"Okeechobee, FL","Okeechobee, FL Micro Area",M2,2,G3110,1992126184.000000000000000,317924583.000000000000000,+27.3855924,-080.8873884
416,36420,36420,"Oklahoma City, OK","Oklahoma City, OK Metro Area",M1,1,G3110,14275332965.000000000000000,181105555.000000000000000,+35.4309676,-097.5069659
160,36460,36460,"Olean, NY","Olean, NY Micro Area",M2,2,G3110,3388125876.000000000000000,36783591.000000000000000,+42.2390986,-078.6623320
500,36500,36500,"Olympia-Lacey-Tumwater, WA","Olympia-Lacey-Tumwater, WA Metro Area",M1,1,G3110,1871256793.000000000000000,133627810.000000000000000,+46.9358216,-122.8301524
420,36540,36540,"Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA Metro Area",M1,1,G3110,11256901425.000000000000000,157682991.000000000000000,+41.2904587,-095.9999701
 ,36580,36580,"Oneonta, NY","Oneonta, NY Micro Area",M2,2,G3110,2594487152.000000000000000,36314099.000000000000000,+42.6297762,-075.0288410
147,36620,36620,"Ontario, OR-ID","Ontario, OR-ID Micro Area",M2,2,G3110,26662900544.000000000000000,117869479.000000000000000,+43.2258691,-117.6199330
318,36660,36660,"Opelousas, LA","Opelousas, LA Micro Area",M2,2,G3110,2393224007.000000000000000,39013551.000000000000000,+30.5834409,-091.9892745
192,36700,36700,"Orangeburg, SC","Orangeburg, SC Micro Area",M2,2,G3110,2865498667.000000000000000,55708305.000000000000000,+33.4361350,-080.8029131
422,36740,36740,"Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL Metro Area",M1,1,G3110,9040353554.000000000000000,1349418508.000000000000000,+28.4343962,-081.3560839
118,36780,36780,"Oshkosh-Neenah, WI","Oshkosh-Neenah, WI Metro Area",M1,1,G3110,1125859770.000000000000000,372631716.000000000000000,+44.0857068,-088.6681488
218,36820,36820,"Oskaloosa, IA","Oskaloosa, IA Micro Area",M2,2,G3110,1478498332.000000000000000,6594320.000000000000000,+41.3307973,-092.6363661
393,36830,36830,"Othello, WA","Othello, WA Micro Area",M2,2,G3110,4985698856.000000000000000,12464425.000000000000000,+47.0112378,-118.5128614
176,36837,36837,"Ottawa, IL","Ottawa, IL Micro Area",M2,2,G3110,5605593760.000000000000000,76427899.000000000000000,+41.3564879,-089.1733848
312,36840,36840,"Ottawa, KS","Ottawa, KS Micro Area",M2,2,G3110,1480882204.000000000000000,13893465.000000000000000,+38.5580187,-095.2789618
 ,36900,36900,"Ottumwa, IA","Ottumwa, IA Micro Area",M2,2,G3110,1118466714.000000000000000,10822775.000000000000000,+41.0312751,-092.4094658
378,36940,36940,"Owatonna, MN","Owatonna, MN Micro Area",M2,2,G3110,1112775703.000000000000000,6976791.000000000000000,+44.0152607,-093.2204527
 ,36980,36980,"Owensboro, KY","Owensboro, KY Metro Area",M1,1,G3110,2327340282.000000000000000,85568963.000000000000000,+37.6937232,-087.0770580
 ,37060,37060,"Oxford, MS","Oxford, MS Micro Area",M2,2,G3110,1636088509.000000000000000,123105438.000000000000000,+34.3530780,-089.4853847
348,37100,37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA Metro Area",M1,1,G3110,4767622152.000000000000000,947345735.000000000000000,+34.3587477,-119.1331453
222,37120,37120,"Ozark, AL","Ozark, AL Micro Area",M2,2,G3110,1453276166.000000000000000,4051341.000000000000000,+31.4306536,-085.6094760
424,37140,37140,"Paducah, KY-IL","Paducah, KY-IL Micro Area",M2,2,G3110,2709311695.000000000000000,207431161.000000000000000,+37.1341812,-088.6566679
332,37220,37220,"Pahrump, NV","Pahrump, NV Micro Area",M2,2,G3110,47090939212.000000000000000,43207981.000000000000000,+37.9658636,-116.4590107
300,37260,37260,"Palatka, FL","Palatka, FL Micro Area",M2,2,G3110,1886452945.000000000000000,255262400.000000000000000,+29.5938964,-081.7320389
 ,37300,37300,"Palestine, TX","Palestine, TX Micro Area",M2,2,G3110,2752164828.000000000000000,39845046.000000000000000,+31.8412614,-095.6617267
 ,37340,37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL Metro Area",M1,1,G3110,2628762626.000000000000000,1403940953.000000000000000,+28.2983112,-080.7003334
108,37420,37420,"Pampa, TX","Pampa, TX Micro Area",M2,2,G3110,4791560121.000000000000000,9047636.000000000000000,+35.6173931,-100.8105528
 ,37460,37460,"Panama City, FL","Panama City, FL Metro Area",M1,1,G3110,1964874034.000000000000000,1833915193.000000000000000,+30.1591402,-085.5343954
308,37500,37500,"Paragould, AR","Paragould, AR Micro Area",M2,2,G3110,1495304293.000000000000000,5273183.000000000000000,+36.1206072,-090.5663459
 ,37540,37540,"Paris, TN","Paris, TN Micro Area",M2,2,G3110,1455320362.000000000000000,81582236.000000000000000,+36.3252950,-088.3002878
 ,37580,37580,"Paris, TX","Paris, TX Micro Area",M2,2,G3110,2349976646.000000000000000,66748710.000000000000000,+33.6672628,-095.5703477
425,37620,37620,"Parkersburg-Vienna, WV","Parkersburg-Vienna, WV Metro Area",M1,1,G3110,1551430857.000000000000000,32430476.000000000000000,+39.1415311,-081.4604019
 ,37660,37660,"Parsons, KS","Parsons, KS Micro Area",M2,2,G3110,1671560715.000000000000000,20006201.000000000000000,+37.1914676,-095.2974732
429,37740,37740,"Payson, AZ","Payson, AZ Micro Area",M2,2,G3110,12321426494.000000000000000,97108979.000000000000000,+33.7896177,-110.8118696
484,37770,37770,"Pearsall, TX","Pearsall, TX Micro Area",M2,2,G3110,2935753502.000000000000000,2193621.000000000000000,+28.8693828,-099.1090050
 ,37780,37780,"Pecos, TX","Pecos, TX Micro Area",M2,2,G3110,8557764371.000000000000000,37377839.000000000000000,+31.4267497,-103.6660013
218,37800,37800,"Pella, IA","Pella, IA Micro Area",M2,2,G3110,1436123086.000000000000000,41484608.000000000000000,+41.3314327,-093.0938678
426,37860,37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL Metro Area",M1,1,G3110,4323710048.000000000000000,1757267803.000000000000000,+30.6085566,-087.1585466
 ,37900,37900,"Peoria, IL","Peoria, IL Metro Area",M1,1,G3110,8633293349.000000000000000,174445163.000000000000000,+40.7088872,-089.6974658
316,37940,37940,"Peru, IN","Peru, IN Micro Area",M2,2,G3110,968246953.000000000000000,9184624.000000000000000,+40.7728833,-086.0442575
428,37980,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",M1,1,G3110,11922245421.000000000000000,691935501.000000000000000,+39.8949576,-075.3119824
429,38060,38060,"Phoenix-Mesa-Chandler, AZ","Phoenix-Mesa-Chandler, AZ Metro Area",M1,1,G3110,37730527879.000000000000000,85048903.000000000000000,+33.1857653,-112.0678624
406,38100,38100,"Picayune, MS","Picayune, MS Micro Area",M2,2,G3110,2101307249.000000000000000,20783013.000000000000000,+30.7747929,-089.5869043
 ,38180,38180,"Pierre, SD","Pierre, SD Micro Area",M2,2,G3110,5661606952.000000000000000,341706912.000000000000000,+44.4048969,-100.4848175
340,38220,38220,"Pine Bluff, AR","Pine Bluff, AR Metro Area",M1,1,G3110,5257008026.000000000000000,142326550.000000000000000,+34.0812044,-091.9457652
246,38240,38240,"Pinehurst-Southern Pines, NC","Pinehurst-Southern Pines, NC Micro Area",M2,2,G3110,1806983006.000000000000000,20712954.000000000000000,+35.3082717,-079.4927248
 ,38260,38260,"Pittsburg, KS","Pittsburg, KS Micro Area",M2,2,G3110,1527499258.000000000000000,13573629.000000000000000,+37.5058215,-094.8538967
430,38300,38300,"Pittsburgh, PA","Pittsburgh, PA Metro Area",M1,1,G3110,13682742221.000000000000000,156664130.000000000000000,+40.4395249,-079.8360972
 ,38340,38340,"Pittsfield, MA","Pittsfield, MA Metro Area",M1,1,G3110,2400599906.000000000000000,50694129.000000000000000,+42.3714930,-073.2179276
352,38380,38380,"Plainview, TX","Plainview, TX Micro Area",M2,2,G3110,2602109423.000000000000000,246678.000000000000000,+34.0684364,-101.8228879
 ,38420,38420,"Platteville, WI","Platteville, WI Micro Area",M2,2,G3110,2970402286.000000000000000,94521527.000000000000000,+42.8700275,-090.6942288
 ,38460,38460,"Plattsburgh, NY","Plattsburgh, NY Micro Area",M2,2,G3110,2687763026.000000000000000,206582007.000000000000000,+44.7527120,-073.7056429
515,38500,38500,"Plymouth, IN","Plymouth, IN Micro Area",M2,2,G3110,1148969991.000000000000000,15858580.000000000000000,+41.3250032,-086.2690363
 ,38540,38540,"Pocatello, ID","Pocatello, ID Metro Area",M1,1,G3110,6517231793.000000000000000,191278586.000000000000000,+42.6897614,-112.5775299
170,38580,38580,"Point Pleasant, WV-OH","Point Pleasant, WV-OH Micro Area",M2,2,G3110,2323989370.000000000000000,48211686.000000000000000,+38.7983965,-082.1805527
 ,38620,38620,"Ponca City, OK","Ponca City, OK Micro Area",M2,2,G3110,2381745586.000000000000000,65578499.000000000000000,+36.8148851,-097.1438616
434,38660,38660,"Ponce, PR","Ponce, PR Metro Area",M1,1,G3110,718832220.000000000000000,329749489.000000000000000,+18.0422356,-066.5890810
145,38700,38700,"Pontiac, IL","Pontiac, IL Micro Area",M2,2,G3110,2702983878.000000000000000,5975815.000000000000000,+40.8943761,-088.5528518
 ,38740,38740,"Poplar Bluff, MO","Poplar Bluff, MO Micro Area",M2,2,G3110,3429846523.000000000000000,16649593.000000000000000,+36.6876500,-090.6228496
188,38780,38780,"Portales, NM","Portales, NM Micro Area",M2,2,G3110,6335242832.000000000000000,18679734.000000000000000,+34.0212068,-103.4830039
 ,38820,38820,"Port Angeles, WA","Port Angeles, WA Micro Area",M2,2,G3110,4503318282.000000000000000,2409404421.000000000000000,+48.1109034,-123.8898599
438,38860,38860,"Portland-South Portland, ME","Portland-South Portland, ME Metro Area",M1,1,G3110,5390745262.000000000000000,2009378680.000000000000000,+43.6514172,-070.4183755
